feature_subset,pipeline,seed,n_features,distinct_train_vectors,runtime_sec,n_clusters,noise_ratio,ari,nmi,ami,macro_f1,hungarian_accuracy,silhouette,davies_bouldin,calinski_harabasz,selected_k,val_silhouette,selected_n_neighbors,selected_min_cluster_size,selected_min_samples,umap_fallback_ratio,selected_latent_dim
F0,A1,7,19,1701,1.74,3,0.0,0.500586180150812,0.6259940474104474,0.6232144267035413,0.4282423164846329,0.5569007263922519,0.41471374676788003,1.1665739127558297,267.355395779245,3,0.40229353237828935,,,,0.0,
F0,A1,42,19,1701,0.39,3,0.0,0.500586180150812,0.6259940474104474,0.6232144267035413,0.4282423164846329,0.5569007263922519,0.41471374676788003,1.1665739127558297,267.355395779245,3,0.40229353237828935,,,,0.0,
F0,A1,2026,19,1701,0.39,3,0.0,0.500586180150812,0.6259940474104474,0.6232144267035413,0.4282423164846329,0.5569007263922519,0.41471374676788003,1.1665739127558297,267.355395779245,3,0.40229353237828935,,,,0.0,
