feature_subset,pipeline,seed,n_features,distinct_train_vectors,runtime_sec,n_clusters,noise_ratio,ari,nmi,ami,macro_f1,hungarian_accuracy,silhouette,davies_bouldin,calinski_harabasz,selected_k,val_silhouette,selected_n_neighbors,selected_min_cluster_size,selected_min_samples,umap_fallback_ratio,selected_latent_dim
F13,A3,7,14,3211,13.26,10,0.0,0.37003344409143546,0.5375732468867755,0.5336416004986206,0.6051729828286054,0.7701778385772914,0.5118674635887146,0.6826962130512818,1591.2225341796875,10.0,0.4942151606082916,,,,0.0,2.0
F13,A3,42,14,3211,12.99,10,0.0,0.33928062701610867,0.5146212828054494,0.5105133970665002,0.5775534461896672,0.7564469914040115,0.5229129791259766,0.6856490781398594,1812.1768798828125,10.0,0.512852132320404,,,,0.0,2.0
F13,A3,2026,14,3211,12.79,10,0.0,0.3396350843365093,0.5055148604320331,0.5013165459825449,0.5815817178777201,0.7272727272727273,0.5644030570983887,0.5952830052653504,1812.6973876953125,10.0,0.5561786890029907,,,,0.0,2.0
F15,A1,7,14,3201,0.61,2,0.0,0.3610757741530116,0.5504276216364192,0.549725282588766,0.2322619545003973,0.4,0.451620864532322,0.9324167395322792,1146.4715943448048,2.0,0.46163596270926105,,,,0.0,
F15,A1,42,14,3201,0.62,2,0.0,0.3610757741530116,0.5504276216364192,0.549725282588766,0.2322619545003973,0.4,0.451620864532322,0.9324167395322792,1146.4715943448048,2.0,0.46163596270926105,,,,0.0,
F15,A1,2026,14,3201,0.62,2,0.0,0.3610757741530116,0.5504276216364192,0.549725282588766,0.2322619545003973,0.4,0.451620864532322,0.9324167395322792,1146.4715943448048,2.0,0.46163596270926105,,,,0.0,
F15,A2,7,14,3201,25.34,5,0.20355555555555555,0.19151070167191078,0.3420285542431537,0.3384616221084682,0.42761350893282335,0.4799107142857143,0.5550841689109802,0.7257055326033068,685.08447265625,,0.5427893400192261,50.0,500.0,25.0,0.0,
F15,A2,42,14,3201,24.71,16,0.25066666666666665,0.10481671391113326,0.27503229827428366,0.2646521152377165,0.31050169990580334,0.6432291666666666,0.5216343402862549,0.7886073886187507,352.4317321777344,,0.5245961546897888,15.0,100.0,25.0,0.0,
F15,A2,2026,14,3201,25.19,9,0.14755555555555555,0.2279066826676977,0.39282267262573484,0.387679001974649,0.4299065433071112,0.5925925925925926,0.5316425561904907,0.7935131080050305,713.6911010742188,,0.5309229493141174,50.0,250.0,5.0,0.0,
F15,A3,7,14,3201,13.09,10,0.0,0.30435779366068966,0.48393065660047674,0.4795406080084433,0.524084836894513,0.7136294027565084,0.5729272961616516,0.6707171401797282,1935.8260498046875,10.0,0.5832402110099792,,,,0.0,2.0
F15,A3,42,14,3201,12.61,8,0.0,0.3374524013395488,0.4808653887370299,0.47729158034827646,0.5753479368116841,0.7116644823066841,0.5645513534545898,0.575914193816998,1883.8841552734375,8.0,0.5731377601623535,,,,0.0,2.0
F15,A3,2026,14,3201,13.14,10,0.0,0.3016537506966255,0.4819928198353358,0.4776114487868457,0.5206403935227488,0.6786226685796269,0.5180281400680542,0.714461231296628,1500.3668212890625,10.0,0.5241773724555969,,,,0.0,2.0
