feature_subset,pipeline,seed,n_features,distinct_train_vectors,runtime_sec,n_clusters,noise_ratio,ari,nmi,ami,macro_f1,silhouette,davies_bouldin,calinski_harabasz,selected_k,val_silhouette,selected_n_neighbors,selected_min_cluster_size,selected_min_samples,umap_fallback_ratio,selected_latent_dim
F7,A2,42,9,268,122.1,18,0.43022222222222223,0.09753443754399956,0.3470121403432533,0.3356238687461206,0.30899286008688726,0.6182408332824707,0.8397016373266053,306.83955896021166,,0.6355856657028198,15.0,100.0,25.0,0.0,
F7,A2,43,9,268,129.85,6,0.3768888888888889,0.17474346707400382,0.32554189075068585,0.3211461227461853,0.3513604855267721,0.5200774073600769,0.8815261024535864,396.7834918344729,,0.5409528017044067,50.0,250.0,5.0,0.0,
F7,A2,44,9,268,128.07,16,0.4053333333333333,0.1070819221107062,0.30842732400314404,0.2976343964386884,0.33638076377234616,0.5255810022354126,0.9285294372658206,257.23482032502795,,0.543696403503418,15.0,100.0,5.0,0.0,
F7,A3,42,9,268,8.57,7,0.0,0.5032748701258124,0.6531706265635241,0.6508340571884895,0.5653820788353532,0.7629691958427429,0.4058302821795749,6486.747641854534,7.0,0.7575768232345581,,,,0.0,2.0
F7,A3,43,9,268,8.78,10,0.0,0.4679361013613845,0.633823984042039,0.6304900567635126,0.6470314807010012,0.7481958866119385,0.36881055096832094,9774.921254343313,10.0,0.7596606612205505,,,,0.0,2.0
F7,A3,44,9,268,9.22,10,0.0,0.45567263171807715,0.6201969445343083,0.6167506724953006,0.6312680215037494,0.7377068400382996,0.3949231042358131,6538.805477608825,10.0,0.7438367009162903,,,,0.0,2.0
F11,A1,42,14,723,1.49,4,0.0,0.48473876130119564,0.634052078074247,0.6326179261346185,0.4116138280781487,0.5384947514611976,1.0056088691913474,823.6422686711096,4.0,0.5307293978547368,,,,0.0,
F11,A1,43,14,723,2.3,4,0.0,0.48473876130119564,0.634052078074247,0.6326179261346185,0.4116138280781487,0.5384947514611976,1.0056088691913474,823.6422686711096,4.0,0.5307293978547368,,,,0.0,
F11,A1,44,14,723,4.33,4,0.0,0.48473876130119564,0.634052078074247,0.6326179261346185,0.4116138280781487,0.5384947514611976,1.0056088691913474,823.6422686711096,4.0,0.5307293978547368,,,,0.0,
F11,A2,42,14,723,108.6,5,0.4737777777777778,0.09761993055298093,0.2516412205436891,0.24732083430210225,0.3561498115292713,0.595533013343811,0.7734377911842303,717.5933077311186,,0.584867000579834,50.0,250.0,5.0,0.0,
