persona,0,1,2,3,4
cart_abandoner,4,1,32,3,185
explorer,1,171,0,53,0
goal_oriented_buyer,131,0,86,2,6
impulse_buyer,147,0,73,0,6
price_comparison,0,5,0,218,1
