persona,0,1,2,3,4
cart_abandoner,105,6,21,91,2
explorer,17,53,0,0,155
goal_oriented_buyer,3,0,133,89,0
impulse_buyer,2,0,146,78,0
price_comparison,6,217,0,0,1
