persona,0,1,2,3,4
cart_abandoner,4,3,1,32,185
explorer,1,54,170,0,0
goal_oriented_buyer,131,2,0,86,6
impulse_buyer,147,0,0,73,6
price_comparison,0,221,2,0,1
