persona,0,1,2,3,4
cart_abandoner,19,1,105,96,4
explorer,0,156,16,0,53
goal_oriented_buyer,133,0,3,89,0
impulse_buyer,146,0,2,78,0
price_comparison,0,1,5,0,218
