persona,0,1,2,3,4
cart_abandoner,105,3,41,0,76
explorer,22,94,0,108,1
goal_oriented_buyer,3,0,222,0,0
impulse_buyer,3,0,218,0,5
price_comparison,17,207,0,0,0
