persona,0,1,2,3,4
cart_abandoner,0,41,105,0,79
explorer,94,0,22,108,1
goal_oriented_buyer,0,222,3,0,0
impulse_buyer,0,218,3,0,5
price_comparison,203,3,17,0,1
