persona,0,1,2,3,4
cart_abandoner,96,1,105,4,19
explorer,0,156,16,53,0
goal_oriented_buyer,89,0,3,0,133
impulse_buyer,78,0,2,0,146
price_comparison,0,1,5,218,0
