persona,0,1,2,3,4
cart_abandoner,1,36,132,3,53
explorer,83,1,0,141,0
goal_oriented_buyer,0,219,1,0,5
impulse_buyer,0,220,5,0,1
price_comparison,155,0,0,68,1
