persona,0,1,2,3,4
cart_abandoner,53,1,37,1,133
explorer,0,142,0,83,0
goal_oriented_buyer,5,0,219,0,1
impulse_buyer,1,0,220,0,5
price_comparison,3,66,0,155,0
