persona,0,1,2,3,4
cart_abandoner,2,105,21,91,6
explorer,155,17,0,0,53
goal_oriented_buyer,0,3,133,89,0
impulse_buyer,0,2,146,78,0
price_comparison,1,6,0,0,217
