persona,0,1,2,3,4
cart_abandoner,137,1,32,2,53
explorer,0,184,1,40,0
goal_oriented_buyer,1,0,219,0,5
impulse_buyer,5,0,220,0,1
price_comparison,0,18,0,203,3
