persona,0,1,2,3,4
cart_abandoner,190,1,29,2,3
explorer,1,176,0,48,0
goal_oriented_buyer,6,0,86,0,133
impulse_buyer,6,0,73,0,147
price_comparison,3,5,0,216,0
