persona,0,1,2,3,4
cart_abandoner,105,21,2,91,6
explorer,17,0,155,0,53
goal_oriented_buyer,3,133,0,89,0
impulse_buyer,2,146,0,78,0
price_comparison,6,0,1,0,217
