persona,0,1,2,3,4
cart_abandoner,36,3,132,53,1
explorer,1,141,0,0,83
goal_oriented_buyer,219,0,1,5,0
impulse_buyer,220,0,5,1,0
price_comparison,0,68,0,1,155
