persona,0,1,2,3,4
cart_abandoner,53,37,1,1,133
explorer,0,0,83,142,0
goal_oriented_buyer,5,219,0,0,1
impulse_buyer,1,220,0,0,5
price_comparison,3,0,155,66,0
