persona,0,1,2,3,4
cart_abandoner,31,0,140,1,53
explorer,0,83,1,141,0
goal_oriented_buyer,219,0,1,0,5
impulse_buyer,220,0,5,0,1
price_comparison,0,154,1,65,4
