persona,0,1,2,3,4
cart_abandoner,1,3,190,29,2
explorer,176,0,1,0,48
goal_oriented_buyer,0,133,6,86,0
impulse_buyer,0,147,6,73,0
price_comparison,5,0,3,0,216
