persona,0,1,2,3,4
cart_abandoner,1,12,193,0,19
explorer,141,0,1,83,0
goal_oriented_buyer,0,84,6,0,135
impulse_buyer,0,27,6,0,193
price_comparison,65,0,4,155,0
