persona,0,1,2,3,4
cart_abandoner,2,1,32,137,53
explorer,40,184,1,0,0
goal_oriented_buyer,0,0,219,1,5
impulse_buyer,0,0,220,5,1
price_comparison,203,18,0,0,3
