persona,0,1,2,3,4
cart_abandoner,0,12,181,16,16
explorer,202,0,0,22,1
goal_oriented_buyer,0,88,5,0,132
impulse_buyer,0,27,6,0,193
price_comparison,173,0,0,51,0
