persona,0,1,2,3,4
cart_abandoner,0,0,218,7,0
explorer,0,168,0,23,34
goal_oriented_buyer,220,0,5,0,0
impulse_buyer,219,0,7,0,0
price_comparison,0,9,0,51,164
