persona,0,1,2,3,4
cart_abandoner,5,0,36,0,184
explorer,22,0,1,202,0
goal_oriented_buyer,0,220,0,0,5
impulse_buyer,0,210,11,0,5
price_comparison,51,0,0,173,0
