persona,0,1,2,3,4
cart_abandoner,0,0,39,186,0
explorer,0,35,0,0,190
goal_oriented_buyer,219,0,0,6,0
impulse_buyer,209,0,11,6,0
price_comparison,0,209,1,3,11
