persona,0,1,2,3,4
cart_abandoner,186,4,0,32,3
explorer,0,23,202,0,0
goal_oriented_buyer,6,0,0,89,130
impulse_buyer,6,0,0,73,147
price_comparison,0,51,173,0,0
