persona,0,1,2,3,4
cart_abandoner,36,0,0,184,5
explorer,1,202,0,0,22
goal_oriented_buyer,0,0,220,5,0
impulse_buyer,11,0,210,5,0
price_comparison,0,173,0,0,51
