persona,0,1,2,3,4
cart_abandoner,16,0,181,16,12
explorer,1,202,0,22,0
goal_oriented_buyer,132,0,5,0,88
impulse_buyer,193,0,6,0,27
price_comparison,0,173,0,51,0
