persona,0,1,2,3,4
cart_abandoner,4,32,0,186,3
explorer,23,0,202,0,0
goal_oriented_buyer,0,89,0,6,130
impulse_buyer,0,73,0,6,147
price_comparison,51,0,173,0,0
