feature_set,k,stability_ari,val_silhouette,val_calinski_harabasz,val_davies_bouldin,test_ari,test_nmi,test_ami,test_macro_f1,test_hungarian_accuracy,test_majority_accuracy
F13_core_temporal,2,1.0,0.4247218141365136,964.5507416309807,1.0003655733720238,0.36455460931872347,0.5588656502152985,0.5581757633446285,0.2328215437780449,0.4000000000000001,0.4000000000000001
F13_core_temporal,3,1.0,0.43138912527595236,890.6085228740038,1.1357418963432198,0.5840795223547082,0.7220014586015515,0.7212566766096415,0.4557244932629983,0.5902222222222222,0.5902222222222222
F13_core_temporal,4,0.9988317790015829,0.3323386838588746,679.9841969037665,1.5184574927342525,0.6714015686063899,0.7612427979438022,0.7603705491113413,0.6800670233472402,0.7466666666666667,0.7466666666666667
F13_core_temporal,5,0.9712343926873768,0.3260791114999137,591.6686466097634,1.6342895142960856,0.6343246939735282,0.7298625290756954,0.7285988019023707,0.6881262212926044,0.7253333333333334,0.7481481481481481
F13_core_temporal,6,0.9381010704658143,0.27266409359773,529.2456266592382,1.5944533013672562,0.5734818498527364,0.6555266930115621,0.6536582720743268,0.7263303373105071,0.7084444444444444,0.7419259259259259
F13_core_temporal,7,0.9233418750940388,0.2772785386891355,495.9364842413106,1.4858210513347394,0.5593463124322477,0.6531924355920465,0.650991968049761,0.7159234422700559,0.6844444444444444,0.7525925925925927
F13_core_temporal,8,0.8705772042032445,0.2956887456341128,484.5566698729881,1.3719976761239783,0.487996093740453,0.6124051628570341,0.6096025511941003,0.664668836963243,0.6222222222222222,0.7217777777777777
F13_core_temporal,9,0.8197402267741992,0.30415913741757883,461.41740877404567,1.3131485120397073,0.494847359003185,0.6098893546387584,0.6067857222986973,0.6630787932430864,0.6011851851851852,0.7508148148148148
F13_core_temporal,10,0.8458811327766361,0.3046868239234138,445.70407128140704,1.3098383900234427,0.4516324522082145,0.5924724692244444,0.5889549475156023,0.6348052208199225,0.5484444444444444,0.7540740740740741
