variant,n_features,val_stability_ari,val_silhouette,test_ari,test_nmi,test_ami,test_macro_f1,test_hungarian_accuracy,test_majority_accuracy
F13_core_temporal_baseline,20,1.0,0.3211294070589466,0.6484112323012838,0.7459995836877118,0.7447991155243465,0.6831966537126554,0.7280000000000001,0.7520000000000001
